Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Auckland,Auckland,Count,7356,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Auckland,Auckland,Count,34674,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Auckland,Auckland,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Auckland,Auckland,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Auckland,Auckland,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Auckland,Auckland,Count,3045,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Auckland,Auckland,Count,510,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Auckland,Auckland,Count,2538,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Auckland,Auckland,Percentage,7.2453422799629,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Auckland,Auckland,Percentage,6.9331158238173,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Auckland,Auckland,Percentage,7.3196054680741,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Auckland,Auckland,Count,9882,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Auckland,Auckland,Count,1239,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Auckland,Auckland,Count,8640,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Auckland,Auckland,Percentage,23.5134556356628,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Auckland,Auckland,Percentage,16.8433931484502,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Auckland,Auckland,Percentage,24.9178058487628,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Auckland,Auckland,Count,13797,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Auckland,Auckland,Count,2142,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Auckland,Auckland,Count,11652,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Auckland,Auckland,Percentage,32.8288957099008,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Auckland,Auckland,Percentage,29.1190864600326,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Auckland,Auckland,Percentage,33.6044298321509,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Auckland,Auckland,Count,11976,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Auckland,Auckland,Count,2394,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Auckland,Auckland,Count,9582,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Auckland,Auckland,Percentage,28.4959668784353,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Auckland,Auckland,Percentage,32.5448613376835,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Auckland,Auckland,Percentage,27.6345388475515,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Auckland,Auckland,Count,2523,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Auckland,Auckland,Count,819,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Auckland,Auckland,Count,1707,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Auckland,Auckland,Percentage,6.0032836033978,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Auckland,Auckland,Percentage,11.1337683523654,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Auckland,Auckland,Percentage,4.9229970583146,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Auckland,Auckland,Count,588,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Auckland,Auckland,Count,195,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Auckland,Auckland,Count,393,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Auckland,Auckland,Percentage,1.3991005781997,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Auckland,Auckland,Percentage,2.6508972267537,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Auckland,Auckland,Percentage,1.1334140854819,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Auckland,Auckland,Count,183,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Auckland,Auckland,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Auckland,Auckland,Count,135,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Auckland,Auckland,Percentage,0.4354343636234,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Auckland,Auckland,Percentage,0.652528548124,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Auckland,Auckland,Percentage,0.3893407163869,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Auckland,Auckland,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Auckland,Auckland,Count,15,number,Number of families,
